,tc
2116,1.35
2117,1.0
2118,0.0
2119,0.0
2120,0.0
2121,0.0
2122,0.0
2123,0.0
2124,0.0
2125,2.3
2126,14.7
2127,18.255000000000003
2128,1.21
2129,0.0
2130,4.275
2131,8.15
2132,5.55
2133,4.0
2134,1.51
2135,7.7
2136,8.8
2137,8.03
2138,2.25
2139,8.4
2140,2.8440000000000003
2141,6.0
2142,5.867142857
2143,8.1
2144,9.0
2145,0.0
2146,7.4
2147,8.35
2148,11.0
2149,9.45
2150,0.0
2151,11.0
2152,2.4
2153,0.158
2154,80.5
2155,107.25
2156,0.0
2157,0.0
2158,0.0
2159,2.895
2160,8.7
2161,76.0
2162,83.0
2163,85.0
2164,79.5
2165,75.0
2166,0.0
2167,0.0
2168,1.3
2169,1.533333333
2170,0.0
2171,0.0
2172,1.8
2173,0.0
2174,1.24
2175,7.11
2176,10.26
2177,3.1
2178,3.11
2179,2.5
2180,2.93
2181,7.033529412
2182,9.5
2183,7.86
2184,0.0
2185,0.0
2186,2.36
2187,1.74
2188,5.584
2189,4.1
2190,11.42166667
2191,12.2
2192,10.25
2193,12.2
2194,5.74
2195,3.6
2196,9.6
2197,0.0
2198,2.04
2199,2.22
2200,2.85
2201,0.0
2202,2.046
2203,2.35
2204,1.66
2205,0.0
2206,0.9
2207,0.0
2208,0.76
2209,2.5
2210,2.4625
2211,0.0
2212,1.0
2213,0.7
2214,0.0
2215,2.25
2216,0.0
2217,2.516666667
2218,4.25
2219,3.746666667
2220,1.0
2221,1.2
2222,0.0
2223,1.21
2224,1.45
2225,1.15
2226,0.906666667
2227,11.0
2228,2.04
2229,0.0
2230,0.0
2231,1.47
2232,0.0
2233,0.141
2234,0.0
2235,0.0
2236,0.0
2237,2.84
2238,0.0
2239,0.0
2240,0.0
2241,0.0
2242,0.0
2243,88.0
2244,89.4
2245,0.0
2246,48.0
2247,79.0
2248,68.35
2249,17.0
2250,73.0
2251,75.0
2252,89.9
2253,95.3
2254,80.0
2255,83.15
2256,75.455
2257,87.0
2258,80.0
2259,67.0
2260,76.5
2261,74.0
2262,65.7
2263,77.0
2264,92.55
2265,71.5
2266,78.0
2267,74.1
2268,0.0
2269,49.3
2270,58.0
2271,88.25
2272,0.0
2273,0.0
2274,0.0
2275,90.0
2276,86.45
2277,91.0
2278,81.3
2279,81.0
2280,89.125
2281,85.5
2282,89.26666667
2283,92.0
2284,91.0
2285,85.0
2286,74.0
2287,78.0
2288,70.0
2289,90.6
2290,73.0
2291,70.0
2292,70.0
2293,78.0
2294,0.0
2295,70.0
2296,89.0
2297,83.7
2298,84.0
2299,90.0
2300,86.0
2301,0.0
2302,67.2
2303,85.5
2304,92.2
2305,90.2
2306,89.1
2307,87.5
2308,70.0
2309,47.3
2310,47.2
2311,42.1
2312,76.4
2313,24.0
2314,30.0
2315,0.0
2316,7.38
2317,10.0
2318,16.0
2319,14.0
2320,10.0
2321,0.0
2322,7.0
2323,3.0
2324,8.0
2325,0.0
2326,0.0
2327,0.0
2328,0.0
2329,0.0
2330,3.675
2331,3.0
2332,2.715
2333,3.575
2334,0.0
2335,2.3
2336,0.0
2337,0.0
2338,0.79
2339,0.73
2340,3.823333333
2341,0.0
2342,0.96
2343,0.0775
2344,1.1
2345,0.0
2346,0.0
2347,0.0
2348,4.898
2349,8.6
2350,3.7325
2351,0.0
2352,1.85
2353,4.08
2354,4.06
2355,4.189
2356,0.155
2357,0.64
2358,3.7
2359,3.935
2360,3.175
2361,3.77
2362,5.7
2363,0.87
2364,82.4
2365,0.0
2366,0.85
2367,2.3333333335
2368,3.5
2369,0.0
2370,6.4
2371,2.85
2372,10.35
2373,11.35
2374,4.7
2375,5.5
2376,0.0
2377,0.0
2378,1.4
2379,7.03
2380,5.04
2381,18.0
2382,16.5
2383,10.5
2384,10.0
2385,0.0
2386,11.0
2387,0.0
2388,13.4
2389,17.2
2390,8.5
2391,17.8
2392,2.8
2393,9.0
2394,0.0
2395,0.0
2396,8.75
2397,8.1
2398,15.6
2399,17.0
2400,17.4
2401,10.0
2402,8.45
2403,1.8
2404,0.0
2405,14.7
2406,0.0
2407,4.43
2408,2.04
2409,0.0
2410,4.68
2411,0.0
2412,3.38
2413,0.0
2414,7.09
2415,0.0
2416,6.5
2417,6.3
2418,0.0
2419,7.0
2420,7.3
2421,11.84
2422,9.8
2423,0.0
2424,12.0
2425,9.7
2426,4.5
2427,6.5
2428,11.68
2429,2.5
2430,10.6
2431,16.97
2432,5.0
2433,5.0
2434,7.2
2435,11.0
2436,10.0
2437,8.3
2438,4.1
2439,11.5
2440,9.6
2441,12.9
2442,3.86
2443,3.133333333
2444,0.0
2445,7.42
2446,7.29
2447,7.2
2448,0.0
2449,0.0
2450,6.8
2451,6.3
2452,6.0
2453,4.85
2454,0.0
2455,0.0
2456,13.0
2457,0.0
2458,16.0
2459,0.0
2460,0.0
2461,0.0
2462,0.0
2463,6.93
2464,6.44
2465,5.96
2466,6.25
2467,5.17
2468,5.46
2469,4.9
2470,3.72
2471,8.58
2472,8.0
2473,6.88
2474,0.65
2475,3.9
2476,0.0
2477,12.7
2478,9.0
2479,11.9
2480,5.6
2481,3.4
2482,4.8
2483,4.5
2484,0.0
2485,0.0
2486,5.0
2487,0.0
2488,0.0
2489,0.0
2490,3.1
2491,0.0
2492,0.55
2493,0.0
2494,0.0
2495,0.0
2496,2.5
2497,4.12
2498,2.82
2499,4.5
2500,0.0
2501,0.0
2502,0.0
2503,2.8
2504,3.48
2505,5.6
2506,6.1
2507,6.51
2508,6.92
2509,6.715
2510,4.72
2511,6.91125
2512,0.0
2513,12.1
2514,12.7
2515,9.0
2516,12.22
2517,8.67
2518,11.3
2519,13.1
2520,7.7
2521,9.18
2522,11.3
2523,13.1
2524,8.5
2525,11.673
2526,8.9
2527,9.6
2528,13.5
2529,11.8
2530,13.5
2531,13.9
2532,13.2
2533,13.85
2534,13.65
2535,13.1
2536,13.3
2537,11.7
2538,11.5
2539,10.152
2540,6.021666667
2541,0.0
2542,0.0
2543,4.2
2544,10.27666667
2545,11.1
2546,13.2
2547,11.6
2548,10.025
2549,7.6
2550,1.9666666665
2551,0.0
2552,0.0
2553,0.0
2554,1.666666667
2555,2.02
2556,9.0
2557,0.0
2558,1.075
2559,10.5
2560,4.8
2561,9.41
2562,10.1
2563,10.0
2564,9.92
2565,8.6375
2566,1.63
2567,3.85
2568,0.0
2569,6.7
2570,0.0
2571,0.0
2572,0.0
2573,0.0
2574,0.0
2575,3.835
2576,0.0
2577,0.0
2578,3.15
2579,2.82
2580,0.0
2581,0.0
2582,10.7
2583,2.3
2584,0.0
2585,3.15
2586,3.31
2587,3.24
2588,3.48
2589,3.45
2590,0.0
2591,0.0
2592,0.0
2593,0.0
2594,9.9175
2595,0.0
2596,1.65
2597,7.2
2598,2.08
2599,5.4
2600,1.26
2601,2.79
2602,4.45
2603,2.29
2604,1.23375
2605,2.89
2606,3.33
2607,3.8
2608,5.0
2609,0.0
2610,6.005
2611,6.535
2612,7.445
2613,0.0
2614,0.0
2615,0.0
2616,0.0
2617,0.0
2618,0.0
2619,0.0
2620,0.0
2621,1.41
2622,1.09
2623,1.465
2624,0.0
2625,0.0
2626,0.0
2627,0.0
2628,3.7
2629,3.52
2630,0.0
2631,3.895428571
2632,0.0
2633,0.0
2634,0.0
2635,6.8
2636,8.2
2637,5.4
2638,10.66
2639,10.3
2640,0.0
2641,0.0
2642,6.7
2643,0.0
2644,14.85625
2645,0.0
2646,0.0
2647,3.6
2648,8.4
2649,11.303
2650,1.65
2651,6.496666667
2652,0.152
2653,0.0675
2654,0.152375
2655,0.01205
2656,0.0
2657,0.0
2658,0.0
2659,0.0
2660,0.0
2661,0.0
2662,0.0
2663,5.55
2664,9.2
2665,0.5
2666,15.0
2667,20.0
2668,20.1
2669,23.0
2670,23.0
2671,23.85
2672,24.0
2673,28.0
2674,32.0
2675,23.0
2676,47.0
2677,34.0
2678,0.0
2679,34.0
2680,30.0
2681,33.0
2682,32.0
2683,20.5
2684,0.0
2685,61.0
2686,5.67
2687,0.0
2688,0.0
2689,0.0
2690,28.0
2691,30.0
2692,38.0
2693,0.0
2694,0.0
2695,0.0
2696,27.0
2697,65.0
2698,77.0
2699,32.0
2700,40.0
2701,0.525
2702,0.0
2703,76.0
2704,39.5
2705,0.0
2706,35.0
2707,75.56666667
2708,0.0
2709,52.5
2710,0.0
2711,0.0
2712,0.0
2713,105.2
2714,58.0
2715,52.75
2716,99.3
2717,0.0
2718,26.5
2719,26.9
2720,24.0
2721,27.6
2722,27.7
2723,26.0
2724,27.055
2725,25.0
2726,19.7
2727,24.225
2728,30.0
2729,20.0
2730,15.14
2731,24.0
2732,26.95
2733,41.0
2734,0.0
2735,0.0
2736,0.0
2737,18.0
2738,15.0
2739,0.0
2740,0.0
2741,102.0
2742,31.0
2743,83.15
2744,51.6
2745,0.0
2746,0.0
2747,4.2375
2748,0.0
2749,3.4
2750,1.6
2751,1.6
2752,3.3
2753,5.075
2754,13.0
2755,0.0
2756,0.0
2757,0.0
2758,7.0
2759,2.8
2760,0.65
2761,0.0
2762,2.3
2763,0.0
2764,8.7
2765,6.4
2766,0.0
2767,0.0
2768,1.35
2769,1.37
2770,4.25
2771,0.0
2772,2.04
2773,0.0
2774,7.73
2775,0.0
2776,0.0
2777,71.5
2778,0.6
2779,1.0
2780,1.3
2781,0.0
2782,0.0
2783,5.75
2784,1.7
2785,2.1
2786,1.7
2787,6.95
2788,7.4775
2789,0.0
2790,3.3
2791,11.2
2792,1.3
2793,1.3
2794,3.65
2795,2.54
2796,9.55
2797,0.0
2798,1.7
2799,0.0
2800,0.016
2801,0.16
2802,0.105
2803,0.185
2804,0.52414
2805,0.0
2806,1.8
2807,2.4
2808,0.0
2809,3.65
2810,0.0
2811,0.0
2812,1.102857143
2813,1.0
2814,0.0
2815,1.765
2816,0.0
2817,4.33
2818,0.0
2819,0.0
2820,0.0
2821,3.47
2822,13.0
2823,8.2
2824,7.11
2825,0.0
2826,23.6
2827,7.01
2828,1.92
2829,1.86
2830,0.0
2831,0.0
2832,5.75
2833,6.8
2834,3.616
2835,5.72
2836,13.8
2837,0.0
2838,0.0
2839,0.0
2840,5.58
2841,4.42
2842,4.02
2843,0.0
2844,5.52
2845,4.61
2846,30.3
2847,20.35
2848,21.5
2849,0.0
2850,24.3
2851,28.5
2852,27.1625
2853,0.0
2854,24.3
2855,0.0
2856,3.9
2857,15.32
2858,21.2
2859,21.83333333
2860,0.0
2861,9.4
2862,0.0
2863,22.3
2864,22.9
2865,19.35
2866,22.7
2867,3.43
2868,22.5
2869,16.4
2870,7.75
2871,0.0
2872,9.25
2873,11.9
2874,21.2325
2875,18.05714286
2876,2.444
2877,1.5
2878,7.225
2879,12.8
2880,15.425
2881,0.0
2882,0.0
2883,0.0
2884,0.0
2885,0.0
2886,0.0
2887,0.0
2888,4.11
2889,4.8
2890,3.012
2891,0.0
2892,7.5
2893,0.0
2894,0.0
2895,0.0
2896,1.015
2897,1.278
2898,3.0
2899,14.7
2900,0.0
2901,1.767
2902,2.01
2903,0.0
2904,0.727
2905,0.668
2906,25.05
2907,0.0
2908,0.449
2909,1.647
2910,1.3
2911,0.0
2912,33.0
2913,2.134
2914,0.0
2915,0.0
2916,1.4
2917,4.92
2918,0.78
2919,1.19
2920,5.611
2921,4.51
2922,0.86
2923,1.97
2924,0.0
2925,6.14
2926,0.92
2927,30.0
2928,4.4985
2929,5.82
2930,2.56
2931,1.84
2932,5.91
2933,1.31
2934,3.38
2935,6.55
2936,1.68
2937,1.95
2938,1.945
2939,7.181
2940,1.84
2941,0.0
2942,0.0
2943,4.69
2944,0.0
2945,6.17
2946,0.15
2947,2.13
2948,2.0
2949,1.89
2950,0.03
2951,0.4
2952,0.57
2953,1.22
2954,1.78
2955,0.0
2956,1.6
2957,7.194
2958,6.55
2959,0.85
2960,4.74
2961,3.5
2962,2.4
2963,1.93
2964,0.0
2965,1.52
2966,0.0
2967,0.62
2968,1.56
2969,0.0
2970,1.38
2971,2.0
2972,0.0
2973,1.42
2974,2.13
2975,1.41
2976,1.73
2977,0.88
2978,1.57
2979,2.18
2980,1.69
2981,1.89
2982,1.86
2983,2.25
2984,0.86
2985,0.35
2986,0.87
2987,0.47
2988,0.676666667
2989,2.037307692
2990,1.1125
2991,0.0
2992,0.0
2993,0.52
2994,0.385
2995,0.27
2996,0.2
2997,0.2
2998,0.1675
2999,0.1
3000,1.32
3001,0.6497
3002,0.0
3003,0.0
3004,0.63
3005,0.50525
3006,0.31
3007,0.0
3008,0.0
3009,0.216666667
3010,0.805
3011,0.455
3012,0.13
3013,2.04
3014,0.92
3015,0.0
3016,0.63
3017,1.2
3018,0.0
3019,0.67
3020,0.0
3021,0.429
3022,0.734
3023,0.897
3024,0.35
3025,0.770428571
3026,1.652222222
3027,2.1
3028,1.53
3029,0.0
3030,3.34
3031,1.82
3032,0.0
3033,0.0
3034,0.0
3035,0.0
3036,0.0
3037,0.0
3038,0.0
3039,0.0
3040,0.421
3041,4.08
3042,3.4
3043,0.0
3044,0.14
3045,0.0
3046,0.0
3047,0.669222222
3048,0.0
3049,0.914
3050,0.0
3051,0.0
3052,0.356666667
3053,5.998272727
3054,1.25
3055,0.0
3056,0.0
3057,0.0
3058,0.0
3059,0.4
3060,0.22
3061,0.0
3062,0.69
3063,0.8125
3064,0.0
3065,0.0
3066,0.0
3067,0.0
3068,0.0
3069,0.0
3070,0.0
3071,0.0
3072,0.0
3073,0.0
3074,24.0
3075,13.16666667
3076,0.0
3077,70.0
3078,0.0
3079,22.0
3080,22.9
3081,19.0
3082,15.0
3083,15.2
3084,12.2
3085,15.0
3086,13.8
3087,14.2
3088,11.6
3089,14.0
3090,0.0
3091,13.0
3092,22.0
3093,17.0
3094,11.0
3095,25.5
3096,16.4
3097,1.0
3098,2.28
3099,4.0
3100,10.0
3101,1.96
3102,2.58
3103,6.62
3104,6.45
3105,1.4
3106,3.8
3107,5.0
3108,1.9
3109,8.4
3110,6.04
3111,1.57
3112,5.52
3113,0.0
3114,1.87
3115,0.35
3116,13.0
3117,3.3
3118,1.26
3119,0.91
3120,0.0
3121,3.1325
3122,0.0
3123,4.2
3124,4.89
3125,0.0
3126,5.14
3127,5.88
3128,5.56
3129,5.98
3130,0.0
3131,5.41
3132,10.0
3133,5.29
3134,5.83
3135,2.2
3136,2.0
3137,6.52
3138,5.79
3139,1.5
3140,0.0
3141,0.0
3142,0.0
3143,0.0
3144,0.0
3145,0.0
3146,0.0
3147,6.07
3148,13.5
3149,5.72
3150,16.6
3151,5.94
3152,0.0
3153,0.0
3154,0.0
3155,2.7
3156,2.0
3157,3.4
3158,2.13
3159,0.0
3160,3.4
3161,2.79
3162,2.82
3163,3.62
3164,3.04
3165,2.61
3166,3.0
3167,1.6
3168,0.0
3169,7.2
3170,0.0
3171,8.4
3172,0.288
3173,0.423
3174,0.541
3175,0.667
3176,0.153
3177,0.5995
3178,0.0
3179,0.0
3180,0.0
3181,0.56
3182,0.0
3183,0.0
3184,0.0
3185,0.0
3186,4.226666667
3187,0.175
3188,0.0
3189,0.0
3190,0.0
3191,0.0
3192,0.0
3193,0.0
3194,6.0
3195,0.0
3196,0.0
3197,0.0
3198,0.0
3199,0.0
3200,2.89
3201,0.0
3202,0.0
3203,0.0
3204,0.0
3205,0.0
3206,1.306666667
3207,0.0
3208,0.82
3209,0.0
3210,0.71
3211,3.44
3212,1.7
3213,2.358
3214,0.0
3215,0.34
3216,0.0
3217,5.4114285715
3218,3.6125
3219,0.0
3220,3.78
3221,3.12
3222,2.6
3223,0.0
3224,0.0
3225,0.0
3226,0.0
3227,2.67
3228,2.48
3229,1.815
3230,2.033333333
3231,0.0
3232,0.0
3233,0.0
3234,2.425
3235,4.81
3236,2.5
3237,2.85
3238,20.0
3239,11.0
3240,2.4
3241,1.2
3242,0.6
3243,4.18
3244,37.5
3245,12.6
3246,0.0
3247,0.155
3248,1.36
3249,0.83
3250,43.0
3251,3.3
3252,0.0
3253,11.3
3254,0.045
3255,0.1
3256,0.03
3257,0.0
3258,1.3
3259,0.83
3260,3.906
3261,3.468
3262,0.071
3263,0.0
3264,0.0
3265,0.76
3266,1.1
3267,0.75
3268,2.5
3269,0.5
3270,117.5
3271,98.0
3272,1.55
3273,132.0
3274,25.0
3275,0.0
3276,0.0
3277,0.0
3278,0.0
3279,0.0
3280,0.0
3281,0.0
3282,0.0
3283,3.7
3284,0.0
3285,0.0
3286,0.0
3287,0.0
3288,0.256
3289,0.0
3290,0.0
3291,0.0
3292,3.3
3293,0.0
3294,6.7
3295,6.0
3296,4.0
3297,1.12
3298,0.0
3299,2.0
3300,2.0
3301,3.27
3302,0.0
3303,0.0
3304,5.1
3305,11.9
3306,17.6
3307,14.4
3308,30.0
3309,0.0
3310,1.56
3311,0.0
3312,23.0
3313,0.0
3314,0.0
3315,0.0
3316,0.0
3317,3.3
3318,0.0
3319,0.047
3320,3.3
3321,2.95
3322,0.0
3323,0.175
3324,0.048
3325,0.24
3326,0.07
3327,0.145
3328,0.13
3329,0.0
3330,3.32
3331,0.0
3332,0.0
3333,0.0
3334,0.0
3335,0.0
3336,0.0
3337,2.45
3338,0.0
3339,0.0
3340,0.0
3341,0.0
3342,0.0
3343,0.0
3344,0.0
3345,0.0
3346,0.0
3347,0.0
3348,0.0
3349,0.0
3350,37.0
3351,5.08
3352,0.0
3353,19.0
3354,0.0
3355,0.0
3356,0.0
3357,0.0
3358,0.0
3359,44.33333333
3360,0.0
3361,43.5
3362,0.0
3363,0.0
3364,20.0
3365,21.0
3366,41.0
3367,36.9
3368,42.4
3369,31.9
3370,42.5
3371,41.45
3372,27.0
3373,6.0
3374,0.0
3375,4.98
3376,8.0
3377,9.5875
3378,19.5
3379,13.0
3380,17.7
3381,19.8
3382,21.5
3383,21.15
3384,25.0
3385,0.0
3386,30.5
3387,0.0
3388,25.0
3389,33.7
3390,36.0
3391,39.35
3392,35.0
3393,36.9
3394,39.25
3395,0.0
3396,33.55
3397,0.0
3398,34.7
3399,33.0
3400,33.0
3401,35.5
3402,30.04
3403,33.0
3404,28.414
3405,29.7
3406,27.0
3407,29.2
3408,26.3
3409,16.0
3410,25.0
3411,22.25
3412,18.26666667
3413,28.0
3414,12.0
3415,11.7
3416,17.2
3417,4.51
3418,22.0
3419,0.0
3420,0.0
3421,0.0
3422,0.0
3423,0.0
3424,0.0
3425,0.0
3426,0.0
3427,0.0
3428,0.0
3429,0.0
3430,25.0
3431,16.0
3432,0.0
3433,0.0
3434,0.9
3435,38.5
3436,33.0
3437,30.0
3438,0.0
3439,0.0
3440,32.0
3441,0.0
3442,32.0
3443,0.0
3444,34.7
3445,0.0
3446,42.0
3447,30.0
3448,30.7
3449,35.0
3450,34.0
3451,29.7
3452,32.0
3453,0.0
3454,29.1
3455,0.0
3456,17.0
3457,38.0
3458,36.0
3459,40.4
3460,45.0
3461,45.2
3462,45.0
3463,37.8
3464,0.0
3465,43.5
3466,43.0
3467,31.0
3468,0.0
3469,0.0
3470,37.5
3471,0.0
3472,0.0
3473,5.9
3474,0.0
3475,0.0
3476,37.5
3477,35.0
3478,18.0
3479,30.7
3480,22.5
3481,21.0
3482,31.3
3483,0.0
3484,0.0
3485,39.0
3486,41.5
3487,0.0
3488,0.0
3489,1.92
3490,1.26
3491,2.7
3492,2.86
3493,3.794
3494,3.4625
3495,1.585
3496,2.2
3497,1.625
3498,1.5325
3499,0.0
3500,4.45
3501,0.0
3502,1.7000000000000002
3503,2.22375
3504,43.0
3505,44.0
3506,0.0
3507,38.6
3508,32.6
3509,0.0
3510,36.6
3511,38.6
3512,38.6
3513,36.6
3514,0.0
3515,0.0
3516,0.0
3517,0.0
3518,0.0
3519,0.0
3520,70.0
3521,0.0
3522,0.0
3523,0.0
3524,1.3
3525,3.465
3526,0.0
3527,0.0
3528,0.235
3529,0.0
3530,0.0
3531,0.0
3532,26.05
3533,37.75
3534,28.4
3535,0.0
3536,0.0
3537,0.0
3538,0.0
3539,53.5
3540,0.0
3541,43.5
3542,53.0
3543,0.0
3544,21.0
3545,23.5
3546,32.2
3547,38.0
3548,32.5
3549,22.0
3550,0.0
3551,0.0
3552,0.0
3553,11.65
3554,0.0
3555,34.575
3556,29.8
3557,12.9
3558,37.8
3559,29.2
3560,30.0
3561,32.2
3562,36.9
3563,40.3
3564,36.3
3565,0.0
3566,16.45
3567,0.0
3568,0.0
3569,0.0
3570,0.0
3571,0.0
3572,0.0
3573,0.0
3574,0.0
3575,1.85
3576,0.0
3577,0.0
3578,0.0
3579,0.0
3580,0.085
3581,0.0
3582,0.0
3583,0.0
3584,0.0
3585,0.0
3586,4.91
3587,76.5
3588,0.0
3589,0.0
3590,0.0
3591,0.0
3592,0.0
3593,0.0
3594,0.0
3595,0.9205
3596,0.0
3597,0.0
3598,1.173333333
3599,1.4
3600,0.0
3601,3.26
3602,0.543333333
3603,0.0
3604,0.021
3605,0.0
3606,0.2
3607,1.2
3608,0.0
3609,4.52
3610,2.8
3611,3.77
3612,2.75
3613,3.46
3614,1.4
3615,0.0
3616,0.0
3617,2.95
3618,0.0
3619,1.6
3620,0.0
3621,0.0
3622,0.0
3623,0.0
3624,0.0
3625,0.0
3626,0.0
3627,0.0
3628,0.0
3629,3.87
3630,4.055
3631,3.8
3632,3.215
3633,2.59
3634,2.08
3635,1.26
3636,1.6
3637,0.0
3638,0.0
3639,0.0
3640,0.0
3641,0.0
3642,0.585
3643,0.0
3644,1.36
3645,0.0
3646,0.0
3647,0.465
3648,0.0
3649,0.0
3650,0.0
3651,0.0
3652,1.375
3653,0.0
3654,0.0
3655,0.0
3656,0.0
3657,0.0
3658,7.8
3659,7.21
3660,6.8
3661,7.8
3662,2.34
3663,0.0
3664,6.22
3665,10.3
3666,3.0
3667,4.58
3668,13.4
3669,3.12
3670,2.51
3671,0.0
3672,10.1
3673,7.04
3674,2.31
3675,6.41
3676,2.65
3677,3.0
3678,2.13
3679,2.6
3680,2.13
3681,2.04
3682,2.02
3683,4.49
3684,1.78
3685,2.1
3686,1.85
3687,0.0
3688,0.2
3689,1.4
3690,10.0
3691,14.4
3692,8.8
3693,0.0
3694,1.0
3695,7.85
3696,32.4
3697,0.0
3698,32.0
3699,30.4
3700,31.0
3701,32.0
3702,31.0
3703,0.0
3704,31.15
3705,32.0
3706,32.0
3707,0.0
3708,31.5
3709,22.4
3710,32.5
3711,29.8
3712,32.0
3713,31.9
3714,31.0
3715,0.0
3716,31.0
3717,0.0
3718,0.0
3719,0.0
3720,5.458571429
3721,4.965
3722,6.8
3723,0.0
3724,3.586666667
3725,2.5
3726,0.0
3727,9.58
3728,10.1
3729,10.7
3730,6.8
3731,10.27
3732,10.0
3733,7.28
3734,3.73
3735,2.75
3736,0.0
3737,0.0
3738,0.0
3739,0.0
3740,0.0
3741,0.0
3742,3.35
3743,11.5
3744,8.2
3745,6.0
3746,9.816666665
3747,13.225
3748,13.8
3749,15.0
3750,13.5
3751,14.0
3752,13.2
3753,14.8
3754,15.0
3755,12.6
3756,12.7
3757,14.4
3758,13.733333335
3759,13.675625
3760,13.3
3761,8.65
3762,7.83
3763,9.62
3764,8.843333333
3765,7.4
3766,7.0
3767,8.545
3768,8.105
3769,6.99
3770,0.0
3771,0.0
3772,0.0
3773,0.0
3774,1.5
3775,0.0
3776,3.88875
3777,0.17
3778,0.98
3779,0.0
3780,0.0
3781,0.0
3782,0.0
3783,0.0
3784,0.0
3785,0.99
3786,0.0
3787,32.6
3788,30.05
3789,29.5
3790,31.36428571
3791,0.0
3792,15.25
3793,2.9
3794,0.0
3795,0.0
3796,0.0
3797,0.0
3798,0.5
3799,0.0
3800,2.9
3801,3.51
3802,3.51
3803,4.83
3804,4.33
3805,4.16
3806,5.492222222
3807,4.57
3808,0.0
3809,0.0
3810,1.3825
3811,1.595
3812,0.0
3813,0.0
3814,2.016666667
3815,3.075
3816,0.0
3817,0.0
3818,0.0
3819,0.0
3820,0.0
3821,5.6
3822,18.3
3823,18.3
3824,13.3
3825,13.3
3826,2.7
3827,18.2
3828,3.8
3829,10.7
3830,10.0
3831,12.3
3832,13.3
3833,14.6
3834,20.2
3835,13.8
3836,19.9
3837,14.9
3838,13.9
3839,18.16296296333333
3840,18.6
3841,14.32088889
3842,12.2
3843,10.5
3844,12.1
3845,15.783333335
3846,17.4
3847,11.415
3848,12.5
3849,15.4
3850,20.2
3851,9.4
3852,16.5
3853,9.25
3854,16.3
3855,14.1
3856,0.0
3857,7.8
3858,20.3
3859,16.0
3860,8.7
3861,16.4
3862,7.4
3863,7.3
3864,16.4
3865,5.6
3866,16.3
3867,14.6
3868,9.5
3869,8.1
3870,6.9
3871,6.9
3872,7.2
3873,13.6
3874,12.7
3875,14.65
3876,16.2
3877,11.24
3878,4.24
3879,11.5
3880,13.1
3881,15.35
3882,10.2
3883,16.1
3884,16.1
3885,10.6
3886,4.73
3887,10.7
3888,5.527454545
3889,5.04
3890,4.75
3891,1.3
3892,6.4
3893,1.12
3894,0.21
3895,7.8
3896,0.0
3897,5.82
3898,0.0
3899,9.0
3900,11.7
3901,0.0
3902,0.76
3903,2.925
3904,2.4
3905,13.5
3906,2.3
3907,0.0
3908,1.54
3909,2.9
3910,11.9
3911,2.87
3912,8.25
3913,1.74
3914,10.8
3915,4.78
3916,0.0
3917,5.8
3918,5.0
3919,0.0
3920,12.3
3921,0.0
3922,13.4
3923,0.0
3924,16.45
3925,5.3
3926,6.3
3927,9.9
3928,11.5
3929,0.0
3930,0.0
3931,0.38
3932,9.7
3933,15.6
3934,15.1
3935,13.6
3936,0.575
3937,1.97
3938,1.9
3939,0.0
3940,0.0
3941,1.68
3942,0.0
3943,2.25
3944,1.35
3945,0.0
3946,2.1
3947,0.0
3948,0.0
3949,0.69
3950,3.85
3951,9.7
3952,0.0
3953,0.0
3954,3.57
3955,0.0
3956,0.0
3957,0.0
3958,0.0
3959,0.0
3960,0.0
3961,2.5
3962,2.0
3963,0.0
3964,2.9
3965,2.225
3966,1.925
3967,8.5
3968,7.92
3969,5.94
3970,6.0
3971,7.9
3972,3.23
3973,3.24
3974,5.04
3975,2.73
3976,4.3
3977,3.48
3978,6.04
3979,2.27
3980,3.5
3981,2.71
3982,1.61
3983,2.41
3984,3.76
3985,4.64
3986,4.1
3987,0.0
3988,0.0
3989,4.28
3990,2.2
3991,0.0
3992,0.0
3993,0.0
3994,0.0
3995,0.0
3996,18.1
3997,5.7925
3998,14.3
3999,17.985
4000,14.133333333333333
4001,6.4
4002,5.3
4003,2.16
4004,6.4
4005,8.2
4006,6.6
4007,6.0
4008,17.78333333
4009,16.1
4010,0.0
4011,3.3
4012,0.0
4013,0.0
4014,6.8
4015,8.7
4016,0.0
4017,11.625
4018,0.8999999999999999
4019,0.24
4020,0.0
4021,7.6
4022,7.2
4023,0.311
4024,0.246
4025,0.171
4026,0.0855
4027,3.9475
4028,0.0
4029,2.4
4030,1.57
4031,2.17
4032,2.17
4033,2.17
4034,1.87
4035,1.3
4036,1.44
4037,0.82
4038,2.72
4039,2.76
4040,2.17
4041,1.25
4042,2.7
4043,2.55
4044,2.76
4045,2.79
4046,8.946666667
4047,1.35
4048,8.58
4049,8.253333333
4050,0.7
4051,7.876
4052,4.71
4053,0.0
4054,0.0
4055,3.6
4056,2.3
4057,2.3
4058,0.0
4059,3.9
4060,0.0
4061,2.116666667
4062,0.0
4063,1.9
4064,0.0
4065,4.7
4066,0.0
4067,3.4
4068,2.1792
4069,1.9
4070,0.0
4071,4.2
4072,0.0
4073,0.0
4074,0.0
4075,0.244
4076,9.0
4077,0.0
4078,8.0
4079,0.178
4080,0.0
4081,0.0
4082,6.0
4083,6.68
4084,0.0
4085,0.0
4086,0.83
4087,0.95
4088,1.86
4089,1.67
